ItemID,forecast_mean,forecast_std,actual_mean,weeks,avg_daily_demand_ml,safety_stock_ml,rop_ml,ItemName
GRF-3-09-00012,22.641925049790178,20.909502047242935,27.05263157894737,19,3.234560721398597,34.50067837795084,57.14260342774102,جرافيتي باربكيو سبايسي
GRF-3-09-00014,98.24639712759098,117.63443687282349,128.64285714285714,14,14.035199589655855,194.09682084015873,292.3432179677497,جرافيتي مانجو بوب
GRF-3-09-00024,277.55091404839516,71.48133444014233,300.04545454545456,22,39.650130578342164,117.94420182623485,395.49511587463,جرافيتي فواكه سموذي
GRF-3-09-00025,371.27337012208096,84.75742618971077,436.3181818181818,22,53.03905287458299,139.84975321302275,511.12312333510374,جرافيتي جبنة رانش
GRF-3-09-00026,1375.8405959586598,774.6810921317889,1846.9545454545455,22,196.54865656552283,1278.2238020174516,2654.0643979761116,جرافيتي فانيليا كريم
GRF-3-09-00027,1564.0746196592297,730.6488151440637,2026.1363636363637,22,223.43923137988995,1205.570544987705,2769.645164646935,جرافيتي ملح كريستال
MRM-4-01-00005,175.524953810195,78.46430055235004,184.36363636363637,22,25.074993401456428,129.46609591137755,304.99104972157255,مرشملو كرانشي سوبر
MRM-4-01-00006,178.61532370511262,68.41674125881882,178.45454545454547,22,25.51647481501609,112.88762307705105,291.5029467821637,مرشملو كرانشي سادة
MRM-4-01-00007,225.95246042767397,119.54342268830334,242.22727272727272,22,32.27892291823914,197.2466474357005,423.1991078633745,مرشملو كاتشب خضار
MRM-4-01-00017,77.58901792600201,51.162308803999714,73.63636363636364,22,11.084145418000288,84.41780952659953,162.00682745260156,مرشملو كاتشب فواكه
MRM-4-01-00018,39.882987039424,28.659486557723554,43.68181818181818,22,5.697569577060571,47.28815282024386,87.17113985966786,مرشملو كرانشي هوت
MRM-4-01-00019,31.749604853830565,12.5817925012875,35.22727272727273,22,4.535657836261509,20.759957627124376,52.50956248095494,مرشملو توت بري
MRM-4-01-00020,35.72761788720507,8.21667170905292,40.13636363636363,22,5.103945412457867,13.557508319937316,49.28512620714238,مرشملو هوت كرز
MRM-4-01-00021,36.80662504574467,13.925412911714512,40.27272727272727,22,5.258089292249238,22.976931304328943,59.78355635007361,مرشملو ليمون
MRM-4-01-00026,10.379245474249972,6.436592049285001,12.954545454545455,22,1.4827493534642817,10.62037688132025,20.999622355570224,مرشملو قهوة
MRM-4-01-00038,3.9049459180348176,2.092943007122539,7.0,6,0.5578494168621168,3.453355961752189,7.358301879787007,مرشملو شيبس باربكيو كلاسيك
MRM-4-01-00039,122.02390263971141,65.25983431314958,132.5909090909091,22,17.431986091387344,107.6787266166968,229.70262925640822,مرشملو كاتشب سوبر
MRM-4-01-00040,198.79758987444905,55.961468484333196,217.22727272727272,22,28.399655696349864,92.33642299914978,291.1340128735988,مرشملو شيبس سوبر
MRM-4-01-00041,102.80843948000752,40.628911059768264,100.13636363636364,22,14.68691992571536,67.03770324861763,169.84614272862515,مرشملو فشار كوول
MRM-4-01-00042,175.18721340770594,87.5488660457553,185.1818181818182,22,25.02674477252942,144.45562897549624,319.64284238320215,مرشملو فشار سوبر
MRM-4-01-00043,205.39740122313162,89.07880582478228,244.0,22,29.342485889018803,146.98002961089074,352.37743083402233,مرشملو فشار حار
MRM-4-01-00044,103.15655546836534,53.26089099665725,99.63636363636364,22,14.73665078119505,87.88047014448446,191.0370256128498,مرشملو فشار باربكيو
MRM-4-01-00045,31.92901418016622,10.752621541877321,35.54545454545455,22,4.5612877400237455,17.74182554409758,49.6708397242638,مرشملو هوت 
MRM-4-01-00046,41.142799495767115,14.163034569356398,44.86363636363637,22,5.877542785109588,23.369007039438056,64.51180653520517,مرشملو هوت سوبر
